word,model,acc,f1
গভীর,muril,0.5588235294117647,0.411764705882353
গভীর,xl-lexeme,0.6323529411764706,0.5635430038510911
গভীর,xlm-r,0.5294117647058824,0.5257192676547515
গভীর,indic,0.5588235294117647,0.5584415584415584
গভীর,e5,0.5147058823529411,0.5016655562958028
গভীর,mbert,0.6617647058823529,0.5984595635430039
গভীর,banglabert,0.6176470588235294,0.5252416756176155
গভীর,sahajbert,0.6911764705882353,0.6753807683564446
গভীর,e5-large,0.7794117647058824,0.7681291202546032
গভীর,labse,0.75,0.7495124593716143
গভীর,para-miniLM-multilingual,0.5588235294117647,0.5490716180371353
গভীর,para-xlm-r-multilingual,0.5147058823529411,0.48988406456012734
গভীর,csebuet-banglabert,0.5441176470588235,0.5055125498475252
গভীর,csebuet-banglabert-large,0.6029411764705882,0.5958617653532907
