word,model,acc,f1
বল,muril,0.9618320610687023,0.9607243509024406
বল,xl-lexeme,0.9847328244274809,0.9841557813255927
বল,xlm-r,0.8549618320610687,0.8515005071296462
বল,indic,0.9847328244274809,0.9841557813255927
বল,e5,0.9236641221374046,0.9223565670934092
বল,mbert,0.7557251908396947,0.7553688141923436
বল,banglabert,0.8320610687022901,0.8315801776531089
বল,sahajbert,1.0,1.0
বল,e5-large,0.9770992366412213,0.9763038890563762
বল,labse,0.9847328244274809,0.9841557813255927
বল,para-miniLM-multilingual,0.5267175572519084,0.502328431372549
বল,para-xlm-r-multilingual,0.5725190839694656,0.5093632958801498
বল,csebuet-banglabert,0.6030534351145038,0.6024743230625584
বল,csebuet-banglabert-large,0.6106870229007634,0.6084051345173203
