word,model,acc,f1
দল,muril,0.9333333333333333,0.9329440744457622
দল,xl-lexeme,0.9714285714285714,0.9713870469615768
দল,xlm-r,0.5904761904761905,0.5880850287382537
দল,indic,0.5523809523809524,0.523142332592521
দল,e5,0.5428571428571428,0.5418181818181818
দল,mbert,0.8761904761904762,0.8757848757848758
দল,banglabert,0.580952380952381,0.535024154589372
দল,sahajbert,0.8571428571428571,0.8569352348078845
দল,e5-large,0.5047619047619047,0.5043572984749455
দল,labse,0.5333333333333333,0.5222397622806203
দল,para-miniLM-multilingual,0.5619047619047619,0.5618650217706822
দল,para-xlm-r-multilingual,0.5333333333333333,0.36551979282278946
দল,csebuet-banglabert,0.5333333333333333,0.5028505169581603
দল,csebuet-banglabert-large,0.5523809523809524,0.5522184919698756
