word,model,acc,f1
চড়,muril,0.9848484848484849,0.9847610251673978
চড়,xl-lexeme,0.9090909090909091,0.9069548872180451
চড়,xlm-r,0.6666666666666666,0.6616961789375583
চড়,indic,0.9242424242424242,0.923380543301602
চড়,e5,1.0,1.0
চড়,mbert,0.5151515151515151,0.34
চড়,banglabert,0.8939393939393939,0.8939150401836969
চড়,sahajbert,1.0,1.0
চড়,e5-large,0.9848484848484849,0.9846761086603204
চড়,labse,0.9090909090909091,0.9090909090909091
চড়,para-miniLM-multilingual,0.5454545454545454,0.5347744360902256
চড়,para-xlm-r-multilingual,0.5757575757575758,0.5492682926829269
চড়,csebuet-banglabert,0.6818181818181818,0.681159420289855
চড়,csebuet-banglabert-large,0.6363636363636364,0.6309412861136998
