word,model,acc,f1
মাথা,muril,0.768595041322314,0.7599781061850027
মাথা,xl-lexeme,0.6694214876033058,0.6161206799504672
মাথা,xlm-r,0.6528925619834711,0.6222423583423945
মাথা,indic,0.8429752066115702,0.8438596693239987
মাথা,e5,0.7520661157024794,0.7366342469790745
মাথা,mbert,0.6528925619834711,0.6346680444329631
মাথা,banglabert,0.48760330578512395,0.4938625411137905
মাথা,sahajbert,0.768595041322314,0.7778984414278532
মাথা,e5-large,0.6446280991735537,0.6271862366399367
মাথা,labse,0.7933884297520661,0.7822918641140667
মাথা,para-miniLM-multilingual,0.4628099173553719,0.4518167018167018
মাথা,para-xlm-r-multilingual,0.5454545454545454,0.4558441558441559
মাথা,csebuet-banglabert,0.6115702479338843,0.5905723905723905
মাথা,csebuet-banglabert-large,0.5206611570247934,0.5148148148148148
