word,model,acc,f1
মুখ,muril,0.8018867924528302,0.7916013662849105
মুখ,xl-lexeme,0.660377358490566,0.6683760683760683
মুখ,xlm-r,0.41509433962264153,0.41256428428646713
মুখ,indic,0.5566037735849056,0.527941554766682
মুখ,e5,0.5094339622641509,0.5073392274139059
মুখ,mbert,0.6792452830188679,0.6663155774266886
মুখ,banglabert,0.5566037735849056,0.5631554631554632
মুখ,sahajbert,0.7641509433962265,0.7640509725016768
মুখ,e5-large,0.660377358490566,0.6461959496442254
মুখ,labse,0.7830188679245284,0.7760938178088136
মুখ,para-miniLM-multilingual,0.46226415094339623,0.43805596285434995
মুখ,para-xlm-r-multilingual,0.5943396226415094,0.5706365985435752
মুখ,csebuet-banglabert,0.5283018867924528,0.5323440434881829
মুখ,csebuet-banglabert-large,0.5,0.49896505055329987
