word,model,acc,f1
তুলা,muril,0.75,0.741442141710663
তুলা,xl-lexeme,0.6339285714285714,0.6383383383383384
তুলা,xlm-r,0.4375,0.39401686481332504
তুলা,indic,0.6785714285714286,0.6527698367321009
তুলা,e5,0.8482142857142857,0.8493305512084853
তুলা,mbert,0.39285714285714285,0.3651136578780206
তুলা,banglabert,0.5714285714285714,0.5489333127302348
তুলা,sahajbert,0.8928571428571429,0.894098928128753
তুলা,e5-large,0.8392857142857143,0.8418825711470469
তুলা,labse,0.6696428571428571,0.6562404309802378
তুলা,para-miniLM-multilingual,0.4107142857142857,0.39934798682530076
তুলা,para-xlm-r-multilingual,0.41964285714285715,0.32646733111849385
তুলা,csebuet-banglabert,0.4107142857142857,0.35893737228032213
তুলা,csebuet-banglabert-large,0.38392857142857145,0.38337341342861686
