word,model,acc,f1
হাত,muril,0.9659090909090909,0.9658694246929541
হাত,xl-lexeme,0.9318181818181818,0.9316770186335404
হাত,xlm-r,0.7613636363636364,0.756039603960396
হাত,indic,0.8522727272727273,0.84992784992785
হাত,e5,0.5227272727272727,0.3636363636363636
হাত,mbert,0.8636363636363636,0.8610526315789473
হাত,banglabert,0.5227272727272727,0.3636363636363636
হাত,sahajbert,0.8977272727272727,0.8966462221062247
হাত,e5-large,0.5340909090909091,0.38795589482612386
হাত,labse,0.8636363636363636,0.8629994810586403
হাত,para-miniLM-multilingual,0.5113636363636364,0.5082521117608837
হাত,para-xlm-r-multilingual,0.5454545454545454,0.411371237458194
হাত,csebuet-banglabert,0.7045454545454546,0.7020833333333334
হাত,csebuet-banglabert-large,0.6931818181818182,0.6931421929484696
