word,model,acc,f1
মাটি,muril,0.9047619047619048,0.9020408163265305
মাটি,xl-lexeme,0.9404761904761905,0.93943763518385
মাটি,xlm-r,0.5238095238095238,0.5227272727272727
মাটি,indic,0.75,0.7499645641389086
মাটি,e5,0.8571428571428571,0.8558352402745995
মাটি,mbert,0.8452380952380952,0.8368932038834951
মাটি,banglabert,0.7023809523809523,0.701322713696487
মাটি,sahajbert,0.9047619047619048,0.9020408163265305
মাটি,e5-large,0.8928571428571429,0.8924761769307352
মাটি,labse,0.8095238095238095,0.8085470085470086
মাটি,para-miniLM-multilingual,0.5357142857142857,0.5351213282247764
মাটি,para-xlm-r-multilingual,0.5119047619047619,0.4958278436539306
মাটি,csebuet-banglabert,0.5833333333333334,0.5832742735648476
মাটি,csebuet-banglabert-large,0.6071428571428571,0.5975025410193118
