word,model,acc,f1
গুলি,muril,0.5849056603773585,0.5618800522432842
গুলি,xl-lexeme,0.5094339622641509,0.5020944376697258
গুলি,xlm-r,0.6037735849056604,0.5990990990990991
গুলি,indic,0.5094339622641509,0.43430232558139537
গুলি,e5,0.6792452830188679,0.65847414234511
গুলি,mbert,0.5283018867924528,0.5132275132275131
গুলি,banglabert,0.5849056603773585,0.5663138721119739
গুলি,sahajbert,0.5566037735849056,0.5361416361416361
গুলি,e5-large,0.5943396226415094,0.49457600517010575
গুলি,labse,0.7169811320754716,0.7158730158730159
গুলি,para-miniLM-multilingual,0.4811320754716981,0.46543821526872375
গুলি,para-xlm-r-multilingual,0.4811320754716981,0.4222025615099427
গুলি,csebuet-banglabert,0.49056603773584906,0.48842186864819387
গুলি,csebuet-banglabert-large,0.5,0.43302625488163465
